Date,Day,Day_of_Week,Week,Month,Year,Season,Festival,Category,Product,Cost_Price,Selling_Price,Margin_%,Discount_%,Current_Stock,Reorder_Level,Lead_Time_Days,Holding_Cost_Per_Unit,Supplier_Reliability,Investment,Revenue,Profit,Units_Sold
2022-07-29,29,4,30,7,2022,Rainy,None,FMCG,Shampoo Head&Shoulders,85,115,35.29,5,126,80,4,1.7,0.82,5950,7647.5,1697.5,70
2022-07-30,30,5,30,7,2022,Rainy,Muharram,FMCG,Shampoo Head&Shoulders,85,115,35.29,20,379,80,4,1.7,0.92,7820,8464.0,644.0,92
2022-07-30,30,5,30,7,2022,Rainy,Muharram,Electronics,Power Bank 10000mAh,650,1099,69.08,20,28,15,6,13.0,0.74,49400,66819.2,17419.2,76
2022-07-30,30,5,30,7,2022,Rainy,Muharram,FMCG,Soap Lux,22,32,45.45,0,600,150,3,0.44,0.82,1826,2656.0,830.0,83
2022-07-30,30,5,30,7,2022,Rainy,Muharram,FMCG,Diya Set 12pc,48,95,97.92,20,696,150,2,0.96,0.81,6912,10944.0,4032.0,144
2022-07-30,30,5,30,7,2022,Rainy,Muharram,FMCG,Dandiya Sticks,40,85,112.5,0,686,200,2,0.8,0.9,4000,8500.0,4500.0,100
2022-07-30,30,5,30,7,2022,Rainy,Muharram,Electronics,LED Bulb 9W,48,85,77.08,0,134,40,4,0.96,0.95,1920,3400.0,1480.0,40
2022-07-30,30,5,30,7,2022,Rainy,Muharram,FMCG,Puja Thali Set,125,245,96.0,0,219,50,3,2.5,0.94,2750,5390.0,2640.0,22
2022-07-30,30,5,30,7,2022,Rainy,Muharram,Agriculture,Fertilizer NPK 1kg,125,168,34.4,0,74,25,6,2.5,0.79,9250,12432.0,3182.0,74
2022-07-31,31,6,30,7,2022,Rainy,None,Stationery,Notebook A4,28,45,60.71,0,487,100,3,0.56,0.77,1568,2520.0,952.0,56
2022-07-31,31,6,30,7,2022,Rainy,None,FMCG,Soap Lux,22,32,45.45,0,474,150,3,0.44,0.96,1078,1568.0,490.0,49
2022-07-31,31,6,30,7,2022,Rainy,None,FMCG,Kite + String,25,55,120.0,20,861,300,2,0.5,0.96,2675,4708.0,2033.0,107
2022-07-31,31,6,30,7,2022,Rainy,None,Electronics,Power Bank 10000mAh,650,1099,69.08,20,41,15,6,13.0,0.98,61100,82644.8,21544.8,94
2022-07-31,31,6,30,7,2022,Rainy,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,0,37,25,6,2.5,0.95,15375,20664.0,5289.0,123
2022-07-31,31,6,30,7,2022,Rainy,None,Stationery,Pen Blue Pack 10,25,40,60.0,15,560,200,2,0.5,0.83,1475,2006.0,531.0,59
2022-07-31,31,6,30,7,2022,Rainy,None,Grocery,Basmati Rice 5kg,180,225,25.0,15,166,50,3,3.6,0.91,28800,30600.0,1800.0,160
2022-07-31,31,6,30,7,2022,Rainy,None,Agriculture,Pesticide 500ml,180,245,36.11,20,43,20,5,3.6,0.89,3780,4116.0,336.0,21
2022-08-01,1,0,31,8,2022,Rainy,Janmashtami,FMCG,Shampoo Head&Shoulders,85,115,35.29,15,290,80,4,1.7,0.94,4165,4789.75,624.75,49
2022-08-01,1,0,31,8,2022,Rainy,Janmashtami,Grocery,Basmati Rice 5kg,180,225,25.0,0,238,50,3,3.6,0.74,26460,33075.0,6615.0,147
2022-08-01,1,0,31,8,2022,Rainy,Janmashtami,Stationery,Pencil Box,35,55,57.14,0,224,80,3,0.7,0.76,6055,9515.0,3460.0,173
2022-08-01,1,0,31,8,2022,Rainy,Janmashtami,Electronics,Smartphone Redmi,8500,10999,29.4,5,34,10,7,170.0,0.98,671500,825474.95,153974.95,79
2022-08-01,1,0,31,8,2022,Rainy,Janmashtami,Fashion,Jeans Men,450,899,99.78,10,22,20,6,9.0,0.98,17100,30745.8,13645.8,38
2022-08-01,1,0,31,8,2022,Rainy,Janmashtami,Fashion,Saree Cotton,350,699,99.71,15,44,15,7,7.0,0.76,19600,33272.4,13672.4,56
2022-08-01,1,0,31,8,2022,Rainy,Janmashtami,Grocery,Dal Toor 1kg,95,118,24.21,15,396,80,3,1.9,0.83,4845,5115.3,270.3,51
2022-08-01,1,0,31,8,2022,Rainy,Janmashtami,Grocery,Sugar 1kg,42,54,28.57,0,288,100,2,0.84,0.75,2016,2592.0,576.0,48
2022-08-02,2,1,31,8,2022,Rainy,Independence Day,FMCG,Soap Lux,22,32,45.45,0,656,150,3,0.44,0.81,1518,2208.0,690.0,69
2022-08-02,2,1,31,8,2022,Rainy,Independence Day,Grocery,Basmati Rice 5kg,180,225,25.0,5,122,50,3,3.6,0.92,12960,15390.0,2430.0,72
2022-08-02,2,1,31,8,2022,Rainy,Independence Day,FMCG,Crackers Box,200,380,90.0,0,174,100,3,4.0,0.71,19600,37240.0,17640.0,98
2022-08-02,2,1,31,8,2022,Rainy,Independence Day,Agriculture,Wheat Seeds 1kg,65,95,46.15,0,146,30,5,1.3,0.77,4940,7220.0,2280.0,76
2022-08-02,2,1,31,8,2022,Rainy,Independence Day,Agriculture,Pesticide 500ml,180,245,36.11,10,80,20,5,3.6,0.74,19800,24255.0,4455.0,110
2022-08-02,2,1,31,8,2022,Rainy,Independence Day,FMCG,Puja Thali Set,125,245,96.0,0,232,50,3,2.5,0.82,14375,28175.0,13800.0,115
2022-08-02,2,1,31,8,2022,Rainy,Independence Day,Grocery,Christmas Cake,180,320,77.78,5,101,30,2,3.6,0.72,12420,20976.0,8556.0,69
2022-08-03,3,2,31,8,2022,Rainy,Janmashtami,Electronics,Power Bank 10000mAh,650,1099,69.08,5,57,15,6,13.0,0.81,58500,93964.5,35464.5,90
2022-08-03,3,2,31,8,2022,Rainy,Janmashtami,FMCG,Gulal Colors Set,35,75,114.29,10,466,200,2,0.7,0.75,735,1417.5,682.5,21
2022-08-03,3,2,31,8,2022,Rainy,Janmashtami,Fashion,Shoes Casual,350,699,99.71,5,41,25,6,7.0,0.73,27650,52459.95,24809.95,79
2022-08-03,3,2,31,8,2022,Rainy,Janmashtami,Grocery,Sunflower Oil 1L,120,148,23.33,15,126,60,4,2.4,0.74,20160,21134.4,974.4,168
2022-08-03,3,2,31,8,2022,Rainy,Janmashtami,Grocery,Basmati Rice 5kg,180,225,25.0,0,121,50,3,3.6,0.92,9000,11250.0,2250.0,50
2022-08-04,4,3,31,8,2022,Rainy,None,Fashion,T-Shirt Men,180,349,93.89,0,49,30,5,3.6,0.87,11880,23034.0,11154.0,66
2022-08-04,4,3,31,8,2022,Rainy,None,Electronics,LED Bulb 9W,48,85,77.08,15,78,40,4,0.96,0.72,2640,3973.75,1333.75,55
2022-08-04,4,3,31,8,2022,Rainy,None,Grocery,Eid Special Dates,280,450,60.71,0,81,40,4,5.6,0.91,3640,5850.0,2210.0,13
2022-08-04,4,3,31,8,2022,Rainy,None,FMCG,Crackers Box,200,380,90.0,5,353,100,3,4.0,0.71,5800,10469.0,4669.0,29
2022-08-04,4,3,31,8,2022,Rainy,None,Fashion,Saree Cotton,350,699,99.71,0,46,15,7,7.0,0.73,23450,46833.0,23383.0,67
2022-08-04,4,3,31,8,2022,Rainy,None,Agriculture,Wheat Seeds 1kg,65,95,46.15,15,41,30,5,1.3,0.76,1755,2180.25,425.25,27
2022-08-05,5,4,31,8,2022,Rainy,None,FMCG,Cold Drink 500ml,20,30,50.0,10,204,200,2,0.4,0.86,840,1134.0,294.0,42
2022-08-05,5,4,31,8,2022,Rainy,None,FMCG,Detergent Surf 1kg,95,125,31.58,10,129,90,3,1.9,0.77,3325,3937.5,612.5,35
2022-08-05,5,4,31,8,2022,Rainy,None,FMCG,Diya Set 12pc,48,95,97.92,5,176,150,2,0.96,0.79,1200,2256.25,1056.25,25
2022-08-05,5,4,31,8,2022,Rainy,None,Electronics,Fan Table,850,1350,58.82,15,14,8,7,17.0,0.95,17850,24097.5,6247.5,21
2022-08-05,5,4,31,8,2022,Rainy,None,Grocery,Eid Special Dates,280,450,60.71,0,162,40,4,5.6,0.84,2520,4050.0,1530.0,9
2022-08-06,6,5,31,8,2022,Rainy,None,Grocery,Basmati Rice 5kg,180,225,25.0,15,62,50,3,3.6,0.94,22860,24288.75,1428.75,127
2022-08-06,6,5,31,8,2022,Rainy,None,Fashion,Kurta Women,280,549,96.07,0,29,20,5,5.6,0.86,16800,32940.0,16140.0,60
2022-08-06,6,5,31,8,2022,Rainy,None,Grocery,Sunflower Oil 1L,120,148,23.33,10,125,60,4,2.4,0.75,10320,11455.2,1135.2,86
2022-08-06,6,5,31,8,2022,Rainy,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,20,51,25,6,2.5,0.75,10625,11424.0,799.0,85
2022-08-06,6,5,31,8,2022,Rainy,None,Fashion,Saree Cotton,350,699,99.71,20,63,15,7,7.0,0.99,20650,32992.8,12342.8,59
2022-08-07,7,6,31,8,2022,Rainy,None,FMCG,Soap Lux,22,32,45.45,0,248,150,3,0.44,0.95,726,1056.0,330.0,33
2022-08-07,7,6,31,8,2022,Rainy,None,Fashion,Jeans Men,450,899,99.78,10,69,20,6,9.0,0.84,15300,27509.4,12209.4,34
2022-08-07,7,6,31,8,2022,Rainy,None,FMCG,Puja Thali Set,125,245,96.0,10,158,50,3,2.5,0.94,10375,18301.5,7926.5,83
2022-08-07,7,6,31,8,2022,Rainy,None,Agriculture,Wheat Seeds 1kg,65,95,46.15,10,84,30,5,1.3,0.73,3185,4189.5,1004.5,49
2022-08-08,8,0,32,8,2022,Rainy,None,Fashion,Kurta Women,280,549,96.07,0,36,20,5,5.6,0.91,15120,29646.0,14526.0,54
2022-08-08,8,0,32,8,2022,Rainy,None,Agriculture,Pesticide 500ml,180,245,36.11,0,57,20,5,3.6,0.87,9000,12250.0,3250.0,50
2022-08-08,8,0,32,8,2022,Rainy,None,Electronics,USB Cable,45,89,97.78,10,181,50,4,0.9,0.73,765,1361.7,596.7,17
2022-08-08,8,0,32,8,2022,Rainy,None,FMCG,Toothpaste Colgate,55,75,36.36,5,438,100,3,1.1,0.92,3410,4417.5,1007.5,62
2022-08-08,8,0,32,8,2022,Rainy,None,FMCG,Puja Thali Set,125,245,96.0,20,199,50,3,2.5,0.72,5625,8820.0,3195.0,45
2022-08-08,8,0,32,8,2022,Rainy,None,Grocery,Dal Toor 1kg,95,118,24.21,10,316,80,3,1.9,0.75,760,849.6,89.6,8
2022-08-08,8,0,32,8,2022,Rainy,None,Fashion,T-Shirt Men,180,349,93.89,0,83,30,5,3.6,0.96,7200,13960.0,6760.0,40
2022-08-09,9,1,32,8,2022,Rainy,None,Fashion,Saree Cotton,350,699,99.71,20,20,15,7,7.0,0.92,7700,12302.4,4602.4,22
2022-08-09,9,1,32,8,2022,Rainy,None,Grocery,Christmas Cake,180,320,77.78,10,43,30,2,3.6,0.83,11700,18720.0,7020.0,65
2022-08-09,9,1,32,8,2022,Rainy,None,Agriculture,Pesticide 500ml,180,245,36.11,0,21,20,5,3.6,0.75,1080,1470.0,390.0,6
2022-08-09,9,1,32,8,2022,Rainy,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,5,109,25,6,2.5,0.99,11750,15002.4,3252.4,94
2022-08-09,9,1,32,8,2022,Rainy,None,Electronics,LED Bulb 9W,48,85,77.08,10,197,40,4,0.96,0.81,3216,5125.5,1909.5,67
2022-08-10,10,2,32,8,2022,Rainy,None,Stationery,Pencil Box,35,55,57.14,15,187,80,3,0.7,0.84,1365,1823.25,458.25,39
2022-08-10,10,2,32,8,2022,Rainy,None,Fashion,Jeans Men,450,899,99.78,0,100,20,6,9.0,0.96,13500,26970.0,13470.0,30
2022-08-10,10,2,32,8,2022,Rainy,None,Grocery,Dal Toor 1kg,95,118,24.21,10,317,80,3,1.9,0.74,3420,3823.2,403.2,36
2022-08-10,10,2,32,8,2022,Rainy,None,FMCG,Shampoo Head&Shoulders,85,115,35.29,5,158,80,4,1.7,0.92,595,764.75,169.75,7
2022-08-10,10,2,32,8,2022,Rainy,None,FMCG,Kite + String,25,55,120.0,5,1220,300,2,0.5,0.88,2150,4493.5,2343.5,86
2022-08-10,10,2,32,8,2022,Rainy,None,Grocery,Basmati Rice 5kg,180,225,25.0,0,150,50,3,3.6,0.72,11520,14400.0,2880.0,64
2022-08-10,10,2,32,8,2022,Rainy,None,Electronics,Smartphone Redmi,8500,10999,29.4,0,37,10,7,170.0,0.99,170000,219980.0,49980.0,20
2022-08-10,10,2,32,8,2022,Rainy,None,Grocery,Sugar 1kg,42,54,28.57,20,405,100,2,0.84,0.92,4662,4795.2,133.2,111
2022-08-11,11,3,32,8,2022,Rainy,None,Grocery,Sunflower Oil 1L,120,148,23.33,15,75,60,4,2.4,0.86,10680,11196.2,516.2,89
2022-08-11,11,3,32,8,2022,Rainy,None,FMCG,Puja Thali Set,125,245,96.0,5,66,50,3,2.5,0.78,11625,21645.75,10020.75,93
2022-08-11,11,3,32,8,2022,Rainy,None,Stationery,Pencil Box,35,55,57.14,15,139,80,3,0.7,0.85,2800,3740.0,940.0,80
2022-08-11,11,3,32,8,2022,Rainy,None,FMCG,Diya Set 12pc,48,95,97.92,15,596,150,2,0.96,0.71,2976,5006.5,2030.5,62
2022-08-11,11,3,32,8,2022,Rainy,None,Grocery,Christmas Cake,180,320,77.78,0,86,30,2,3.6,0.77,7560,13440.0,5880.0,42
2022-08-12,12,4,32,8,2022,Rainy,None,Grocery,Christmas Cake,180,320,77.78,15,136,30,2,3.6,0.98,17100,25840.0,8740.0,95
2022-08-12,12,4,32,8,2022,Rainy,None,Fashion,Kurta Women,280,549,96.07,15,40,20,5,5.6,0.89,14280,23799.15,9519.15,51
2022-08-12,12,4,32,8,2022,Rainy,None,Agriculture,Pesticide 500ml,180,245,36.11,0,36,20,5,3.6,0.75,4140,5635.0,1495.0,23
2022-08-12,12,4,32,8,2022,Rainy,None,FMCG,Shampoo Head&Shoulders,85,115,35.29,0,292,80,4,1.7,0.98,6205,8395.0,2190.0,73
2022-08-13,13,5,32,8,2022,Rainy,None,Fashion,Jeans Men,450,899,99.78,0,84,20,6,9.0,0.71,11250,22475.0,11225.0,25
2022-08-13,13,5,32,8,2022,Rainy,None,Electronics,Power Bank 10000mAh,650,1099,69.08,0,54,15,6,13.0,0.77,42900,72534.0,29634.0,66
2022-08-13,13,5,32,8,2022,Rainy,None,Electronics,Earphones Boat,350,599,71.14,10,63,20,5,7.0,0.94,16100,24798.6,8698.6,46
2022-08-13,13,5,32,8,2022,Rainy,None,Grocery,Sugar 1kg,42,54,28.57,20,385,100,2,0.84,0.78,882,907.2,25.2,21
2022-08-13,13,5,32,8,2022,Rainy,None,Grocery,Wheat Flour 10kg,320,385,20.31,0,66,40,3,6.4,0.91,45440,54670.0,9230.0,142
2022-08-13,13,5,32,8,2022,Rainy,None,Fashion,Shoes Casual,350,699,99.71,5,121,25,6,7.0,0.73,30450,57772.35,27322.35,87
2022-08-14,14,6,32,8,2022,Rainy,None,FMCG,Biscuit Parle-G,8,12,50.0,0,570,200,2,0.16,0.75,304,456.0,152.0,38
2022-08-14,14,6,32,8,2022,Rainy,None,FMCG,Dandiya Sticks,40,85,112.5,0,710,200,2,0.8,0.92,4520,9605.0,5085.0,113
2022-08-14,14,6,32,8,2022,Rainy,None,Grocery,Sunflower Oil 1L,120,148,23.33,0,145,60,4,2.4,0.95,5880,7252.0,1372.0,49
2022-08-15,15,0,33,8,2022,Rainy,None,Electronics,Smartphone Redmi,8500,10999,29.4,0,40,10,7,170.0,0.8,374000,483956.0,109956.0,44
2022-08-15,15,0,33,8,2022,Rainy,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,10,72,25,6,2.5,0.91,3750,4536.0,786.0,30
2022-08-15,15,0,33,8,2022,Rainy,None,Stationery,Eraser Pack,12,20,66.67,5,401,150,2,0.24,0.75,768,1216.0,448.0,64
2022-08-16,16,1,33,8,2022,Rainy,None,Stationery,Eraser Pack,12,20,66.67,10,603,150,2,0.24,0.74,864,1296.0,432.0,72
2022-08-16,16,1,33,8,2022,Rainy,None,Electronics,USB Cable,45,89,97.78,0,71,50,4,0.9,0.8,4095,8099.0,4004.0,91
2022-08-16,16,1,33,8,2022,Rainy,None,FMCG,Shampoo Head&Shoulders,85,115,35.29,5,281,80,4,1.7,0.93,2720,3496.0,776.0,32
2022-08-16,16,1,33,8,2022,Rainy,None,Agriculture,Wheat Seeds 1kg,65,95,46.15,15,37,30,5,1.3,0.99,2535,3149.25,614.25,39
2022-08-16,16,1,33,8,2022,Rainy,None,Grocery,Christmas Cake,180,320,77.78,15,83,30,2,3.6,0.82,22680,34272.0,11592.0,126
2022-08-16,16,1,33,8,2022,Rainy,None,FMCG,Crackers Box,200,380,90.0,15,469,100,3,4.0,0.92,22400,36176.0,13776.0,112
2022-08-16,16,1,33,8,2022,Rainy,None,Agriculture,Pesticide 500ml,180,245,36.11,0,87,20,5,3.6,0.88,1620,2205.0,585.0,9
2022-08-17,17,2,33,8,2022,Rainy,None,Stationery,Pencil Box,35,55,57.14,10,287,80,3,0.7,0.93,2730,3861.0,1131.0,78
2022-08-17,17,2,33,8,2022,Rainy,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,0,67,25,6,2.5,0.82,2125,2856.0,731.0,17
2022-08-17,17,2,33,8,2022,Rainy,None,Electronics,Earphones Boat,350,599,71.14,15,89,20,5,7.0,0.79,8050,11710.45,3660.45,23
2022-08-17,17,2,33,8,2022,Rainy,None,FMCG,Kite + String,25,55,120.0,0,1367,300,2,0.5,0.8,2300,5060.0,2760.0,92
2022-08-18,18,3,33,8,2022,Rainy,None,FMCG,Detergent Surf 1kg,95,125,31.58,10,280,90,3,1.9,0.78,2470,2925.0,455.0,26
2022-08-18,18,3,33,8,2022,Rainy,None,Grocery,Wheat Flour 10kg,320,385,20.31,10,71,40,3,6.4,0.83,20160,21829.5,1669.5,63
2022-08-18,18,3,33,8,2022,Rainy,None,Grocery,Eid Special Dates,280,450,60.71,10,100,40,4,5.6,0.94,1960,2835.0,875.0,7
2022-08-18,18,3,33,8,2022,Rainy,None,FMCG,Kite + String,25,55,120.0,10,1392,300,2,0.5,0.95,2700,5346.0,2646.0,108
2022-08-18,18,3,33,8,2022,Rainy,None,Electronics,LED Bulb 9W,48,85,77.08,0,186,40,4,0.96,0.9,2352,4165.0,1813.0,49
2022-08-18,18,3,33,8,2022,Rainy,None,Electronics,Power Bank 10000mAh,650,1099,69.08,15,30,15,6,13.0,0.73,37700,54180.7,16480.7,58
2022-08-18,18,3,33,8,2022,Rainy,None,Fashion,Jeans Men,450,899,99.78,10,66,20,6,9.0,0.84,27900,50164.2,22264.2,62
2022-08-18,18,3,33,8,2022,Rainy,None,Stationery,Notebook A4,28,45,60.71,0,141,100,3,0.56,0.73,2240,3600.0,1360.0,80
2022-08-19,19,4,33,8,2022,Rainy,None,FMCG,Shampoo Head&Shoulders,85,115,35.29,5,282,80,4,1.7,0.96,9010,11580.5,2570.5,106
2022-08-19,19,4,33,8,2022,Rainy,None,FMCG,Gulal Colors Set,35,75,114.29,10,650,200,2,0.7,0.91,3255,6277.5,3022.5,93
2022-08-19,19,4,33,8,2022,Rainy,None,Electronics,Earphones Boat,350,599,71.14,5,38,20,5,7.0,0.85,25200,40971.6,15771.6,72
2022-08-19,19,4,33,8,2022,Rainy,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,5,115,25,6,2.5,0.85,9375,11970.0,2595.0,75
2022-08-19,19,4,33,8,2022,Rainy,None,Grocery,Salt 1kg,18,25,38.89,10,353,120,2,0.36,0.84,576,720.0,144.0,32
2022-08-19,19,4,33,8,2022,Rainy,None,Stationery,Notebook A4,28,45,60.71,15,289,100,3,0.56,0.98,980,1338.75,358.75,35
2022-08-20,20,5,33,8,2022,Rainy,None,Stationery,Eraser Pack,12,20,66.67,0,530,150,2,0.24,0.79,1140,1900.0,760.0,95
2022-08-20,20,5,33,8,2022,Rainy,None,FMCG,Soap Lux,22,32,45.45,0,178,150,3,0.44,0.94,1452,2112.0,660.0,66
2022-08-20,20,5,33,8,2022,Rainy,None,Stationery,Notebook A4,28,45,60.71,0,256,100,3,0.56,0.97,3360,5400.0,2040.0,120
2022-08-21,21,6,33,8,2022,Rainy,None,FMCG,Cold Drink 500ml,20,30,50.0,0,786,200,2,0.4,0.79,320,480.0,160.0,16
2022-08-21,21,6,33,8,2022,Rainy,None,FMCG,Puja Thali Set,125,245,96.0,5,171,50,3,2.5,0.95,11250,20947.5,9697.5,90
2022-08-21,21,6,33,8,2022,Rainy,None,Grocery,Basmati Rice 5kg,180,225,25.0,20,179,50,3,3.6,0.89,8100,8100.0,0.0,45
2022-08-21,21,6,33,8,2022,Rainy,None,FMCG,Soap Lux,22,32,45.45,20,302,150,3,0.44,0.96,2442,2841.6,399.6,111
2022-08-22,22,0,34,8,2022,Rainy,None,Grocery,Dal Toor 1kg,95,118,24.21,0,125,80,3,1.9,0.96,9500,11800.0,2300.0,100
2022-08-22,22,0,34,8,2022,Rainy,None,Stationery,Eraser Pack,12,20,66.67,15,466,150,2,0.24,0.87,108,153.0,45.0,9
2022-08-22,22,0,34,8,2022,Rainy,None,Stationery,Pen Blue Pack 10,25,40,60.0,0,833,200,2,0.5,0.86,1900,3040.0,1140.0,76
2022-08-22,22,0,34,8,2022,Rainy,None,Electronics,USB Cable,45,89,97.78,20,183,50,4,0.9,0.76,630,996.8,366.8,14
2022-08-22,22,0,34,8,2022,Rainy,None,Stationery,Pencil Box,35,55,57.14,5,141,80,3,0.7,0.9,3325,4963.75,1638.75,95
2022-08-23,23,1,34,8,2022,Rainy,None,FMCG,Cold Drink 500ml,20,30,50.0,10,246,200,2,0.4,0.85,1140,1539.0,399.0,57
2022-08-23,23,1,34,8,2022,Rainy,None,Grocery,Wheat Flour 10kg,320,385,20.31,0,146,40,3,6.4,0.71,22400,26950.0,4550.0,70
2022-08-23,23,1,34,8,2022,Rainy,None,Electronics,Fan Table,850,1350,58.82,10,13,8,7,17.0,0.73,39950,57105.0,17155.0,47
2022-08-23,23,1,34,8,2022,Rainy,None,Electronics,Earphones Boat,350,599,71.14,0,38,20,5,7.0,0.75,24500,41930.0,17430.0,70
2022-08-23,23,1,34,8,2022,Rainy,None,Electronics,Power Bank 10000mAh,650,1099,69.08,20,75,15,6,13.0,0.82,9750,13188.0,3438.0,15
2022-08-23,23,1,34,8,2022,Rainy,None,Agriculture,Fertilizer NPK 1kg,125,168,34.4,0,66,25,6,2.5,0.75,2125,2856.0,731.0,17
2022-08-23,23,1,34,8,2022,Rainy,None,Grocery,Dal Toor 1kg,95,118,24.21,15,130,80,3,1.9,0.8,1520,1604.8,84.8,16
2022-08-24,24,2,34,8,2022,Rainy,Janmashtami,Fashion,Saree Cotton,350,699,99.71,10,63,15,7,7.0,0.85,17500,31455.0,13955.0,50
2022-08-24,24,2,34,8,2022,Rainy,Janmashtami,Electronics,LED Bulb 9W,48,85,77.08,0,158,40,4,0.96,0.87,2688,4760.0,2072.0,56
2022-08-24,24,2,34,8,2022,Rainy,Janmashtami,Stationery,Pen Blue Pack 10,25,40,60.0,0,848,200,2,0.5,0.77,2550,4080.0,1530.0,102
2022-08-24,24,2,34,8,2022,Rainy,Janmashtami,FMCG,Soap Lux,22,32,45.45,0,750,150,3,0.44,0.9,1804,2624.0,820.0,82
2022-08-24,24,2,34,8,2022,Rainy,Janmashtami,Grocery,Sugar 1kg,42,54,28.57,0,164,100,2,0.84,0.79,8106,10422.0,2316.0,193
2022-08-24,24,2,34,8,2022,Rainy,Janmashtami,Electronics,Smartphone Redmi,8500,10999,29.4,5,50,10,7,170.0,0.85,765000,940414.5,175414.5,90
2022-08-25,25,3,34,8,2022,Rainy,None,Stationery,Notebook A4,28,45,60.71,5,100,100,3,0.56,0.94,2492,3804.75,1312.75,89
2022-08-25,25,3,34,8,2022,Rainy,None,FMCG,Kite + String,25,55,120.0,20,642,300,2,0.5,0.7,1425,2508.0,1083.0,57
2022-08-25,25,3,34,8,2022,Rainy,None,FMCG,Detergent Surf 1kg,95,125,31.58,5,438,90,3,1.9,0.81,4940,6175.0,1235.0,52
2022-08-25,25,3,34,8,2022,Rainy,None,Electronics,Power Bank 10000mAh,650,1099,69.08,0,47,15,6,13.0,0.78,23400,39564.0,16164.0,36
2022-08-26,26,4,34,8,2022,Rainy,Janmashtami,FMCG,Kite + String,25,55,120.0,0,872,300,2,0.5,0.96,1225,2695.0,1470.0,49
2022-08-26,26,4,34,8,2022,Rainy,Janmashtami,Grocery,Eid Special Dates,280,450,60.71,0,121,40,4,5.6,0.97,54600,87750.0,33150.0,195
2022-08-26,26,4,34,8,2022,Rainy,Janmashtami,Grocery,Salt 1kg,18,25,38.89,0,482,120,2,0.36,0.84,1944,2700.0,756.0,108
2022-08-26,26,4,34,8,2022,Rainy,Janmashtami,Fashion,Jeans Men,450,899,99.78,0,78,20,6,9.0,0.99,27900,55738.0,27838.0,62
2022-08-27,27,5,34,8,2022,Rainy,None,Grocery,Wheat Flour 10kg,320,385,20.31,15,177,40,3,6.4,0.72,46080,47124.0,1044.0,144
2022-08-27,27,5,34,8,2022,Rainy,None,FMCG,Shampoo Head&Shoulders,85,115,35.29,15,307,80,4,1.7,0.9,2040,2346.0,306.0,24
2022-08-27,27,5,34,8,2022,Rainy,None,Grocery,Basmati Rice 5kg,180,225,25.0,0,141,50,3,3.6,0.82,20880,26100.0,5220.0,116
2022-08-27,27,5,34,8,2022,Rainy,None,FMCG,Gulal Colors Set,35,75,114.29,20,579,200,2,0.7,0.98,280,480.0,200.0,8
2022-08-27,27,5,34,8,2022,Rainy,None,FMCG,Cold Drink 500ml,20,30,50.0,5,220,200,2,0.4,0.93,180,256.5,76.5,9
2022-08-28,28,6,34,8,2022,Rainy,None,Fashion,Shoes Casual,350,699,99.71,0,115,25,6,7.0,0.88,32200,64308.0,32108.0,92
2022-08-28,28,6,34,8,2022,Rainy,None,Electronics,Smartphone Redmi,8500,10999,29.4,0,50,10,7,170.0,0.82,433500,560949.0,127449.0,51
2022-08-28,28,6,34,8,2022,Rainy,None,Grocery,Dal Toor 1kg,95,118,24.21,20,332,80,3,1.9,0.75,7600,7552.0,-48.0,80
2022-08-28,28,6,34,8,2022,Rainy,None,Fashion,Jeans Men,450,899,99.78,0,97,20,6,9.0,0.87,43200,86304.0,43104.0,96
2022-08-28,28,6,34,8,2022,Rainy,None,Electronics,USB Cable,45,89,97.78,0,66,50,4,0.9,0.74,4365,8633.0,4268.0,97
2022-08-28,28,6,34,8,2022,Rainy,None,FMCG,Crackers Box,200,380,90.0,10,473,100,3,4.0,0.93,13200,22572.0,9372.0,66
2022-08-28,28,6,34,8,2022,Rainy,None,FMCG,Puja Thali Set,125,245,96.0,0,227,50,3,2.5,0.9,1750,3430.0,1680.0,14
2022-08-28,28,6,34,8,2022,Rainy,None,FMCG,Gulal Colors Set,35,75,114.29,10,664,200,2,0.7,0.7,2345,4522.5,2177.5,67
2022-08-29,29,0,35,8,2022,Rainy,None,Grocery,Sugar 1kg,42,54,28.57,5,488,100,2,0.84,0.71,4032,4924.8,892.8,96
2022-08-29,29,0,35,8,2022,Rainy,None,Fashion,Saree Cotton,350,699,99.71,15,73,15,7,7.0,0.83,8400,14259.6,5859.6,24
2022-08-29,29,0,35,8,2022,Rainy,None,Agriculture,Wheat Seeds 1kg,65,95,46.15,5,54,30,5,1.3,0.8,3250,4512.5,1262.5,50
2022-08-29,29,0,35,8,2022,Rainy,None,Stationery,Eraser Pack,12,20,66.67,10,381,150,2,0.24,0.99,132,198.0,66.0,11
2022-08-29,29,0,35,8,2022,Rainy,None,Electronics,Fan Table,850,1350,58.82,5,20,8,7,17.0,0.75,14450,21802.5,7352.5,17
