id,product_name,category,cost_price,selling_price,discount_pct,units_sold,current_stock,reorder_level,lead_time_days,holding_cost,supplier_reliability,season,festival,margin_pct,revenue,profit,investment,month,year,day,day_of_week,week,quarter,is_weekend,is_festival,price_ratio,stock_buffer,date,shop_name,location,region
876,Banyan Vest Cotton,Fashion,75,110,0,40,191,13,1,1.12,0.9,Winter,Valentine's Day,46.67,4400.0,1400.0,3000,2,2024,3,3,1,1,0,1,1.467,178,2024-02-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
877,Sunsilk Shampoo 80ml,FMCG,58,75,0,84,227,18,2,0.87,0.75,Autumn,Ganesh Chaturthi,29.31,6300.0,1428.0,4872,9,2024,4,4,1,3,0,1,1.293,209,2024-09-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
878,Haldirams Mixture 400g,FMCG,110,148,5,65,21,30,4,1.65,0.85,Summer,Labour Day,34.55,9139.0,1989.0,7150,5,2024,22,1,4,2,0,1,1.345,-9,2024-05-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
879,Vegetable Seeds Packet,Agriculture,28,45,0,30,323,14,3,0.42,0.92,Rainy,Independence Day,60.71,1350.0,510.0,840,8,2023,2,2,1,3,0,1,1.607,309,2023-08-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
880,Kurta Men Cotton,Fashion,195,320,10,16,275,10,3,2.92,0.98,Autumn,Dussehra,64.1,4608.0,1488.0,3120,10,2023,8,1,2,4,0,1,1.641,265,2023-10-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
881,Tea Tata Gold 250g,Grocery,105,130,0,87,245,27,3,1.57,0.98,Autumn,Diwali,23.81,11310.0,2175.0,9135,10,2023,12,5,2,4,1,1,1.238,218,2023-10-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
882,Besan 500g,Grocery,38,48,0,32,219,15,4,0.57,0.75,Summer,Labour Day,26.32,1536.0,320.0,1216,5,2023,14,0,2,2,0,1,1.263,204,2023-05-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
883,Thums Up 600ml,FMCG,38,45,5,203,89,79,7,0.57,0.9,Rainy,None,18.42,8678.25,964.25,7714,7,2024,23,2,4,3,0,0,1.184,10,2024-07-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
884,Tea Brooke Bond 500g,Grocery,175,215,5,145,256,32,3,2.62,0.92,Winter,Republic Day,22.86,29616.25,4241.25,25375,1,2023,15,1,3,1,0,1,1.229,224,2023-01-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
885,Kurkure 65g,FMCG,18,25,0,244,240,76,1,0.27,0.75,Winter,Lohri,38.89,6100.0,1708.0,4392,1,2024,26,5,4,1,1,1,1.389,164,2024-01-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
886,Pepsodent 200g,FMCG,75,92,0,66,253,25,3,1.12,0.8,Winter,Makar Sankranti,22.67,6072.0,1122.0,4950,1,2024,5,5,1,1,1,1,1.227,228,2024-01-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
887,Vicks 10g,FMCG,35,48,0,80,53,15,3,0.53,0.7,Winter,Christmas,37.14,3840.0,1040.0,2800,12,2023,8,1,2,4,0,1,1.371,38,2023-12-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
888,Maggi Noodles 70g,FMCG,12,15,0,224,336,65,5,0.18,0.9,Winter,None,25.0,3360.0,672.0,2688,2,2024,9,2,2,1,0,0,1.25,271,2024-02-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
889,Rajma 500g,Grocery,65,82,0,66,33,15,5,0.97,0.7,Winter,Valentine's Day,26.15,5412.0,1122.0,4290,2,2023,28,0,4,1,0,1,1.262,18,2023-02-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
890,Kurta Men Cotton,Fashion,195,320,5,18,125,10,3,2.92,0.85,Winter,Lohri,64.1,5472.0,1962.0,3510,1,2023,22,1,4,1,0,1,1.641,115,2023-01-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
891,Haldirams Namkeen 200g,FMCG,55,75,0,87,182,43,7,0.82,0.92,Winter,None,36.36,6525.0,1740.0,4785,11,2024,21,0,3,4,0,0,1.364,139,2024-11-21,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
892,Chana Dal 1kg,Grocery,90,112,0,89,128,26,3,1.35,0.98,Autumn,Navratri,24.44,9968.0,1958.0,8010,9,2023,13,6,2,3,1,1,1.244,102,2023-09-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
893,Clinic Plus Shampoo 80ml,FMCG,55,72,0,39,256,19,4,0.82,0.9,Summer,Holi,30.91,2808.0,663.0,2145,3,2024,24,3,4,1,0,1,1.309,237,2024-03-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
894,Basmati Rice 5kg,Grocery,280,340,0,62,147,25,3,4.2,0.88,Autumn,None,21.43,21080.0,3720.0,17360,9,2023,15,1,3,3,0,0,1.214,122,2023-09-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
895,ORS Sachets 5pc,FMCG,22,30,0,75,205,13,5,0.33,0.9,Rainy,None,36.36,2250.0,600.0,1650,6,2023,3,3,1,2,0,0,1.364,192,2023-06-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
896,Urea Fertilizer 1kg,Agriculture,35,50,0,66,161,15,2,0.53,0.8,Rainy,None,42.86,3300.0,990.0,2310,6,2024,1,1,1,2,0,0,1.429,146,2024-06-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
897,Basmati Rice 5kg,Grocery,280,340,0,47,194,33,2,4.2,0.8,Rainy,Raksha Bandhan,21.43,15980.0,2820.0,13160,8,2023,16,2,3,3,0,1,1.214,161,2023-08-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
898,Clinic Plus Shampoo 80ml,FMCG,55,72,10,57,293,19,5,0.82,0.92,Rainy,Raksha Bandhan,30.91,3693.6,558.6,3135,8,2024,26,5,4,3,1,1,1.309,274,2024-08-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
899,Reynolds Pen 10pc,Stationery,35,50,0,77,196,36,7,0.53,0.9,Winter,Makar Sankranti,42.86,3850.0,1155.0,2695,1,2023,28,0,4,1,0,1,1.429,160,2023-01-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
900,Red Chilli Powder 100g,Grocery,30,42,0,59,298,16,7,0.45,0.85,Winter,None,40.0,2478.0,708.0,1770,11,2023,19,5,3,4,1,0,1.4,282,2023-11-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
901,Banyan Vest Cotton,Fashion,75,110,0,40,117,12,3,1.12,0.75,Summer,None,46.67,4400.0,1400.0,3000,5,2024,6,6,1,2,1,0,1.467,105,2024-05-06,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
902,Poha 500g,Grocery,28,36,5,48,81,22,3,0.42,0.92,Autumn,Navratri,28.57,1641.6,297.6,1344,9,2023,4,4,1,3,0,1,1.286,59,2023-09-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
903,Vim Bar 200g,FMCG,25,32,0,57,310,26,1,0.38,0.92,Winter,None,28.0,1824.0,399.0,1425,11,2023,8,1,2,4,0,0,1.28,284,2023-11-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
904,Salwar Suit Cotton,Fashion,280,450,5,13,230,10,5,4.2,0.95,Rainy,Raksha Bandhan,60.71,5557.5,1917.5,3640,8,2024,11,4,2,3,0,1,1.607,220,2024-08-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
905,Eveready Battery D 2pc,Electronics,65,90,0,33,58,12,5,0.97,0.95,Rainy,None,38.46,2970.0,825.0,2145,7,2023,18,4,3,3,0,0,1.385,46,2023-07-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
906,Saunf 100g,Grocery,22,30,0,46,251,14,4,0.33,0.75,Winter,None,36.36,1380.0,368.0,1012,11,2024,7,0,1,4,0,0,1.364,237,2024-11-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
907,Salt Tata 1kg,Grocery,18,22,0,107,46,38,2,0.27,0.98,Rainy,None,22.22,2354.0,428.0,1926,6,2024,5,5,1,2,1,0,1.222,8,2024-06-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
908,Lay's Chips 26g,FMCG,15,20,0,222,195,75,2,0.22,0.88,Autumn,None,33.33,4440.0,1110.0,3330,9,2023,11,4,2,3,0,0,1.333,120,2023-09-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
909,Poha 500g,Grocery,28,36,0,63,339,19,5,0.42,0.92,Rainy,None,28.57,2268.0,504.0,1764,7,2024,1,1,1,3,0,0,1.286,320,2024-07-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
910,Mustard Oil 1L,Grocery,155,185,0,120,233,26,2,2.32,0.85,Winter,None,19.35,22200.0,3600.0,18600,12,2024,12,5,2,4,1,0,1.194,207,2024-12-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
911,Limca 600ml,FMCG,35,42,0,161,252,74,1,0.53,0.88,Rainy,None,20.0,6762.0,1127.0,5635,6,2024,26,5,4,2,1,0,1.2,178,2024-06-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
912,Handkerchief 3pc,Fashion,30,45,0,28,170,10,3,0.45,0.85,Winter,None,50.0,1260.0,420.0,840,1,2024,1,1,1,1,0,0,1.5,160,2024-01-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
913,Masoor Dal 500g,Grocery,60,78,0,46,349,15,2,0.9,0.9,Rainy,None,30.0,3588.0,828.0,2760,6,2024,4,4,1,2,0,0,1.3,334,2024-06-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
914,Atta Aashirvaad 10kg,Grocery,330,390,0,128,299,33,4,4.95,0.92,Summer,None,18.18,49920.0,7680.0,42240,5,2023,13,6,2,2,1,0,1.182,266,2023-05-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
915,Lifebuoy Soap 100g,FMCG,28,36,0,203,330,28,1,0.42,0.98,Summer,Labour Day,28.57,7308.0,1624.0,5684,5,2023,1,1,1,2,0,1,1.286,302,2023-05-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
916,Camphor Tablets 25g,FMCG,28,40,0,32,15,16,3,0.42,0.98,Winter,None,42.86,1280.0,384.0,896,11,2024,20,6,3,4,1,0,1.429,-1,2024-11-20,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
917,Salt Tata 1kg,Grocery,18,22,0,67,134,40,4,0.27,0.7,Winter,New Year,22.22,1474.0,268.0,1206,12,2024,7,0,1,4,0,1,1.222,94,2024-12-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
918,Garden Pump Sprayer 1L,Agriculture,145,210,2,17,131,10,7,2.17,0.8,Winter,Valentine's Day,44.83,3498.6,1033.6,2465,2,2023,24,3,4,1,0,1,1.448,121,2023-02-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
919,CFL Bulb 9W Bajaj,Electronics,65,90,2,25,206,12,2,0.97,0.7,Summer,Holi,38.46,2205.0,580.0,1625,3,2023,15,1,3,1,0,1,1.385,194,2023-03-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
920,Clinic Plus Shampoo 80ml,FMCG,55,72,0,60,65,15,2,0.82,0.8,Summer,Baisakhi,30.91,4320.0,1020.0,3300,4,2023,11,4,2,2,0,1,1.309,50,2023-04-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
921,Register A4 100pg,Stationery,35,50,5,27,42,10,3,0.53,0.98,Summer,Baisakhi,42.86,1282.5,337.5,945,4,2023,1,1,1,2,0,1,1.429,32,2023-04-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
922,Eno Sachet 6pc,FMCG,28,38,0,48,57,23,1,0.42,0.92,Summer,None,35.71,1824.0,480.0,1344,5,2024,3,3,1,2,0,0,1.357,34,2024-05-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
923,Harpic 500ml,FMCG,75,98,0,30,285,14,2,1.12,0.8,Winter,Valentine's Day,30.67,2940.0,690.0,2250,2,2023,23,2,4,1,0,1,1.307,271,2023-02-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
924,Hide & Seek 100g,FMCG,32,45,0,47,295,20,3,0.48,0.85,Winter,Children's Day,40.62,2115.0,611.0,1504,11,2024,1,1,1,4,0,1,1.406,275,2024-11-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
925,Paneer 200g,Grocery,85,105,0,95,287,23,3,1.27,0.9,Winter,None,23.53,9975.0,1900.0,8075,12,2024,15,1,3,4,0,0,1.235,264,2024-12-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
926,Maggi Noodles 70g,FMCG,12,15,0,303,342,50,5,0.18,0.85,Winter,New Year,25.0,4545.0,909.0,3636,12,2023,12,5,2,4,1,1,1.25,292,2023-12-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
927,DAP Fertilizer 1kg,Agriculture,55,75,0,26,191,14,3,0.82,0.88,Winter,Valentine's Day,36.36,1950.0,520.0,1430,2,2023,28,0,4,1,0,1,1.364,177,2023-02-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
928,Sooji 500g,Grocery,24,32,10,45,194,17,2,0.36,0.95,Winter,Republic Day,33.33,1296.0,216.0,1080,1,2023,10,3,2,1,0,1,1.333,177,2023-01-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
929,Vicks 10g,FMCG,35,48,8,123,28,17,4,0.53,0.8,Winter,Makar Sankranti,37.14,5431.68,1126.68,4305,1,2024,18,4,3,1,0,1,1.371,11,2024-01-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
930,Refined Oil Soya 5L,Grocery,580,680,0,41,294,21,3,8.7,0.92,Winter,Valentine's Day,17.24,27880.0,4100.0,23780,2,2023,25,4,4,1,0,1,1.172,273,2023-02-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
931,Moong Dal 500g,Grocery,72,90,5,44,332,15,2,1.08,0.75,Autumn,Navratri,25.0,3762.0,594.0,3168,9,2024,10,3,2,3,0,1,1.25,317,2024-09-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
932,Daliya 500g,Grocery,28,38,0,27,161,10,3,0.42,0.92,Rainy,None,35.71,1026.0,270.0,756,6,2024,26,5,4,2,1,0,1.357,151,2024-06-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
933,Phone Charging Cable,Electronics,65,100,0,33,46,14,3,0.97,0.92,Autumn,Dussehra,53.85,3300.0,1155.0,2145,10,2024,26,5,4,4,1,1,1.538,32,2024-10-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
934,All Out Refill,FMCG,88,115,0,51,186,17,3,1.32,0.88,Autumn,Dussehra,30.68,5865.0,1377.0,4488,10,2024,11,4,2,4,0,1,1.307,169,2024-10-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
935,Haldi Powder 100g,Grocery,28,38,0,60,160,24,7,0.42,0.7,Winter,None,35.71,2280.0,600.0,1680,1,2023,26,5,4,1,1,0,1.357,136,2023-01-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
936,Tape Roll,Stationery,18,28,0,23,233,10,7,0.27,0.98,Winter,None,55.56,644.0,230.0,414,2,2024,20,6,3,1,1,0,1.556,223,2024-02-20,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
937,Garden Pump Sprayer 1L,Agriculture,145,210,0,24,161,10,3,2.17,0.8,Summer,None,44.83,5040.0,1560.0,3480,5,2023,28,0,4,2,0,0,1.448,151,2023-05-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
938,Classmate Notebook 200pg,Stationery,48,65,8,67,211,34,1,0.72,0.85,Winter,New Year,35.42,4006.6,790.6,3216,12,2023,26,5,4,4,1,1,1.354,177,2023-12-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
939,Fevicol 50g,Stationery,20,28,0,46,126,21,3,0.3,0.75,Autumn,Navratri,40.0,1288.0,368.0,920,10,2024,12,5,2,4,1,1,1.4,105,2024-10-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
940,Masoor Dal 500g,Grocery,60,78,0,39,244,19,2,0.9,0.85,Rainy,None,30.0,3042.0,702.0,2340,6,2024,19,5,3,2,1,0,1.3,225,2024-06-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
941,Sugar 1kg,Grocery,42,50,0,124,87,52,3,0.63,0.98,Winter,Valentine's Day,19.05,6200.0,992.0,5208,2,2023,3,3,1,1,0,1,1.19,35,2023-02-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
942,Kurta Men Cotton,Fashion,195,320,10,20,47,10,7,2.92,0.88,Autumn,Navratri,64.1,5760.0,1860.0,3900,9,2024,18,4,3,3,0,1,1.641,37,2024-09-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
943,Salt Tata 1kg,Grocery,18,22,2,67,141,39,3,0.27,0.8,Summer,None,22.22,1444.52,238.52,1206,3,2023,4,4,1,1,0,0,1.222,102,2023-03-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
944,Haldi Powder 100g,Grocery,28,38,10,64,164,24,3,0.42,0.75,Summer,Labour Day,35.71,2188.8,396.8,1792,5,2024,5,5,1,2,1,1,1.357,140,2024-05-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
945,CFL Bulb 9W Bajaj,Electronics,65,90,8,29,235,11,4,0.97,0.9,Autumn,Dussehra,38.46,2401.2,516.2,1885,10,2024,13,6,2,4,1,1,1.385,224,2024-10-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
946,Toor Dal 1kg,Grocery,130,155,15,99,125,24,2,1.95,0.9,Winter,Makar Sankranti,19.23,13043.25,173.25,12870,1,2024,10,3,2,1,0,1,1.192,101,2024-01-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
947,LED Bulb 9W Philips,Electronics,95,130,0,34,119,10,4,1.43,0.7,Summer,Holi,36.84,4420.0,1190.0,3230,3,2023,4,4,1,1,0,1,1.368,109,2023-03-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
948,CFL Bulb 9W Bajaj,Electronics,65,90,10,21,144,11,2,0.97,0.98,Autumn,Navratri,38.46,1701.0,336.0,1365,9,2024,1,1,1,3,0,1,1.385,133,2024-09-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
949,Limca 600ml,FMCG,35,42,0,149,227,66,5,0.53,0.92,Autumn,Navratri,20.0,6258.0,1043.0,5215,10,2023,26,5,4,4,1,1,1.2,161,2023-10-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
950,Register A4 100pg,Stationery,35,50,0,29,185,10,2,0.53,0.95,Summer,None,42.86,1450.0,435.0,1015,4,2024,16,2,3,2,0,0,1.429,175,2024-04-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
951,Sketch Pens 12pc,Stationery,32,48,0,41,19,17,4,0.48,0.98,Autumn,None,50.0,1968.0,656.0,1312,9,2023,11,4,2,3,0,0,1.5,2,2023-09-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
952,Earphones Basic,Electronics,85,140,0,27,285,10,4,1.27,0.9,Summer,None,64.71,3780.0,1485.0,2295,4,2023,8,1,2,2,0,0,1.647,275,2023-04-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
953,Haldirams Mixture 400g,FMCG,110,148,0,97,285,27,5,1.65,0.98,Winter,Makar Sankranti,34.55,14356.0,3686.0,10670,1,2023,17,3,3,1,0,1,1.345,258,2023-01-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
954,Soya Chunks 200g,Grocery,35,48,0,33,101,14,2,0.53,0.85,Rainy,Janmashtami,37.14,1584.0,429.0,1155,8,2023,20,6,3,3,1,1,1.371,87,2023-08-20,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
955,Chana Dal 1kg,Grocery,90,112,0,78,60,19,3,1.35,0.98,Winter,None,24.44,8736.0,1716.0,7020,1,2024,3,3,1,1,0,0,1.244,41,2024-01-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
956,Masoor Dal 500g,Grocery,60,78,0,51,91,16,3,0.9,0.85,Winter,Valentine's Day,30.0,3978.0,918.0,3060,2,2023,17,3,3,1,0,1,1.3,75,2023-02-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
957,Kurta Men Cotton,Fashion,195,320,5,15,324,10,3,2.92,0.75,Summer,None,64.1,4560.0,1635.0,2925,4,2023,6,6,1,2,1,0,1.641,314,2023-04-06,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
958,Poha 500g,Grocery,28,36,0,48,155,25,7,0.42,0.75,Summer,None,28.57,1728.0,384.0,1344,4,2023,17,3,3,2,0,0,1.286,130,2023-04-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
959,Basmati Rice 5kg,Grocery,280,340,0,116,216,35,7,4.2,0.8,Winter,None,21.43,39440.0,6960.0,32480,11,2024,19,5,3,4,1,0,1.214,181,2024-11-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
960,Maggi Noodles 70g,FMCG,12,15,0,162,41,48,1,0.18,0.9,Autumn,Diwali,25.0,2430.0,486.0,1944,10,2023,5,5,1,4,1,1,1.25,-7,2023-10-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
961,Glucon-D 200g,FMCG,55,72,0,88,78,24,7,0.82,0.88,Winter,Lohri,30.91,6336.0,1496.0,4840,1,2023,8,1,2,1,0,1,1.309,54,2023-01-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
962,Eraser Apsara,Stationery,4,7,0,78,302,29,2,0.06,0.88,Summer,None,75.0,546.0,234.0,312,3,2024,6,6,1,1,1,0,1.75,273,2024-03-06,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
963,Eveready Battery AA 4pc,Electronics,55,75,10,42,141,19,2,0.82,0.95,Summer,Holi,36.36,2835.0,525.0,2310,3,2023,25,4,4,1,0,1,1.364,122,2023-03-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
964,Banyan Vest Cotton,Fashion,75,110,10,28,51,10,3,1.12,0.92,Winter,Children's Day,46.67,2772.0,672.0,2100,11,2023,1,1,1,4,0,1,1.467,41,2023-11-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
965,Haldirams Namkeen 200g,FMCG,55,75,10,215,52,30,1,0.82,0.8,Summer,Holi,36.36,14512.5,2687.5,11825,3,2023,8,1,2,1,0,1,1.364,22,2023-03-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
966,Salwar Suit Cotton,Fashion,280,450,0,14,300,10,1,4.2,0.92,Rainy,None,60.71,6300.0,2380.0,3920,7,2023,9,2,2,3,0,0,1.607,290,2023-07-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
967,Thums Up 600ml,FMCG,38,45,0,646,315,84,2,0.57,0.8,Summer,None,18.42,29070.0,4522.0,24548,5,2023,6,6,1,2,1,0,1.184,231,2023-05-06,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
968,Thums Up 600ml,FMCG,38,45,0,239,197,78,2,0.57,0.9,Rainy,None,18.42,10755.0,1673.0,9082,6,2024,22,1,4,2,0,0,1.184,119,2024-06-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
969,Kurkure 65g,FMCG,18,25,0,156,322,84,2,0.27,0.88,Summer,Labour Day,38.89,3900.0,1092.0,2808,5,2024,15,1,3,2,0,1,1.389,238,2024-05-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
970,Reynolds Pen 10pc,Stationery,35,50,0,58,65,32,5,0.53,0.98,Winter,None,42.86,2900.0,870.0,2030,12,2024,17,3,3,4,0,0,1.429,33,2024-12-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
971,Refined Oil Soya 5L,Grocery,580,680,0,60,172,15,1,8.7,0.98,Winter,Makar Sankranti,17.24,40800.0,6000.0,34800,1,2024,10,3,2,1,0,1,1.172,157,2024-01-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
972,Vegetable Seeds Packet,Agriculture,28,45,5,92,26,10,3,0.42,0.85,Summer,Labour Day,60.71,3933.0,1357.0,2576,5,2024,13,6,2,2,1,1,1.607,16,2024-05-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
973,Salwar Suit Cotton,Fashion,280,450,8,21,314,10,1,4.2,0.7,Winter,Republic Day,60.71,8694.0,2814.0,5880,1,2024,11,4,2,1,0,1,1.607,304,2024-01-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
974,Eno Sachet 6pc,FMCG,28,38,0,42,189,19,4,0.42,0.7,Autumn,Dussehra,35.71,1596.0,420.0,1176,10,2024,22,1,4,4,0,1,1.357,170,2024-10-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
975,All Out Refill,FMCG,88,115,15,53,233,18,2,1.32,0.95,Winter,Christmas,30.68,5180.75,516.75,4664,12,2024,18,4,3,4,0,1,1.307,215,2024-12-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
976,Vim Bar 200g,FMCG,25,32,0,55,202,25,3,0.38,0.92,Autumn,Navratri,28.0,1760.0,385.0,1375,9,2023,14,0,2,3,0,1,1.28,177,2023-09-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
977,Poha 500g,Grocery,28,36,0,84,349,21,3,0.42,0.8,Winter,Makar Sankranti,28.57,3024.0,672.0,2352,1,2024,28,0,4,1,0,1,1.286,328,2024-01-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
978,Sketch Pens 12pc,Stationery,32,48,0,40,339,15,5,0.48,0.75,Autumn,Dussehra,50.0,1920.0,640.0,1280,10,2023,25,4,4,4,0,1,1.5,324,2023-10-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
979,Rajma 500g,Grocery,65,82,0,50,46,13,3,0.97,0.85,Summer,None,26.15,4100.0,850.0,3250,4,2024,26,5,4,2,1,0,1.262,33,2024-04-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
980,Tape Roll,Stationery,18,28,0,24,183,14,7,0.27,0.8,Rainy,None,55.56,672.0,240.0,432,6,2024,3,3,1,2,0,0,1.556,169,2024-06-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
981,Earphones Basic,Electronics,85,140,0,25,306,12,1,1.27,0.8,Rainy,Janmashtami,64.71,3500.0,1375.0,2125,8,2024,12,5,2,3,1,1,1.647,294,2024-08-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
982,Mustard Oil 1L,Grocery,155,185,0,109,275,33,3,2.32,0.88,Winter,Makar Sankranti,19.35,20165.0,3270.0,16895,1,2024,12,5,2,1,1,1,1.194,242,2024-01-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
983,Gamcha Cotton Towel,Fashion,55,80,0,101,301,14,3,0.82,0.88,Rainy,None,45.45,8080.0,2525.0,5555,7,2023,8,1,2,3,0,0,1.455,287,2023-07-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
984,DAP Fertilizer 1kg,Agriculture,55,75,0,70,229,13,5,0.82,0.7,Summer,Holi,36.36,5250.0,1400.0,3850,3,2023,24,3,4,1,0,1,1.364,216,2023-03-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
985,Maaza 250ml,FMCG,18,22,10,184,271,61,5,0.27,0.95,Winter,Christmas,22.22,3643.2,331.2,3312,12,2023,17,3,3,4,0,1,1.222,210,2023-12-17,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
