product_name,category,cost_price,selling_price,discount_pct,units_sold,current_stock,reorder_level,lead_time_days,holding_cost,supplier_reliability,season,festival,region,margin_pct,revenue,profit,investment,month,year,day,day_of_week,week,quarter,is_weekend,is_festival,price_ratio,stock_buffer,date
CFL Bulb 9W Bajaj,Electronics,65,90,0,24,262,10,2,0.97,0.8,Summer,None,Central India,38.46,2160.0,600.0,1560,5,2023,1,0,1,2,0,0,1.385,252,2023-05-01
LED Bulb 9W Philips,Electronics,95,130,0,34,265,12,3,1.43,0.88,Summer,None,Central India,36.84,4420.0,1190.0,3230,5,2023,1,0,1,2,0,0,1.368,253,2023-05-01
Extension Cord 5m,Electronics,175,240,0,13,40,10,5,2.62,0.75,Summer,None,Central India,37.14,3120.0,845.0,2275,5,2023,1,0,1,2,0,0,1.371,30,2023-05-01
Phone Charging Cable,Electronics,65,100,0,20,27,14,3,0.97,0.92,Summer,None,Central India,53.85,2000.0,700.0,1300,5,2023,1,0,1,2,0,0,1.538,13,2023-05-01
Earphones Basic,Electronics,85,140,0,22,21,10,5,1.27,0.9,Summer,None,Central India,64.71,3080.0,1210.0,1870,5,2023,1,0,1,2,0,0,1.647,11,2023-05-01
Gamcha (Cotton Towel),Fashion,55,80,0,70,60,16,4,0.82,0.92,Summer,None,Central India,45.45,5600.0,1750.0,3850,5,2023,1,0,1,2,0,0,1.455,44,2023-05-01
Socks Cotton (3 pair),Fashion,55,80,0,34,250,14,1,0.82,0.88,Summer,None,Central India,45.45,2720.0,850.0,1870,5,2023,1,0,1,2,0,0,1.455,236,2023-05-01
Handkerchief 3pc,Fashion,30,45,0,53,149,12,5,0.45,0.92,Summer,None,Central India,50.0,2385.0,795.0,1590,5,2023,1,0,1,2,0,0,1.5,137,2023-05-01
Banyan Vest Cotton,Fashion,75,110,0,36,47,12,2,1.12,0.85,Summer,None,Central India,46.67,3960.0,1260.0,2700,5,2023,1,0,1,2,0,0,1.467,35,2023-05-01
Dupatta Plain,Fashion,95,150,0,23,248,10,3,1.43,0.95,Summer,None,Central India,57.89,3450.0,1265.0,2185,5,2023,1,0,1,2,0,0,1.579,238,2023-05-01
Salwar Suit Cotton,Fashion,280,450,0,23,183,10,3,4.2,0.95,Summer,None,Central India,60.71,10350.0,3910.0,6440,5,2023,1,0,1,2,0,0,1.607,173,2023-05-01
Kurta Men Cotton,Fashion,195,320,0,22,29,10,2,2.92,0.92,Summer,None,Central India,64.1,7040.0,2750.0,4290,5,2023,1,0,1,2,0,0,1.641,19,2023-05-01
Urea Fertilizer 1kg,Agriculture,35,50,0,89,285,16,3,0.53,0.92,Summer,None,Central India,42.86,4450.0,1335.0,3115,5,2023,1,0,1,2,0,0,1.429,269,2023-05-01
DAP Fertilizer 1kg,Agriculture,55,75,0,46,276,12,3,0.82,0.88,Summer,None,Central India,36.36,3450.0,920.0,2530,5,2023,1,0,1,2,0,0,1.364,264,2023-05-01
Neem Pesticide 100ml,Agriculture,65,95,0,49,83,10,4,0.97,0.88,Summer,None,Central India,46.15,4655.0,1470.0,3185,5,2023,1,0,1,2,0,0,1.462,73,2023-05-01
Garden Pump Sprayer 1L,Agriculture,145,210,0,22,140,10,2,2.17,0.9,Summer,None,Central India,44.83,4620.0,1430.0,3190,5,2023,1,0,1,2,0,0,1.448,130,2023-05-01
Vegetable Seeds Packet,Agriculture,28,45,0,76,139,14,3,0.42,0.88,Summer,None,Central India,60.71,3420.0,1292.0,2128,5,2023,1,0,1,2,0,0,1.607,125,2023-05-01
Basmati Rice 5kg,Grocery,280,340,0,52,226,34,4,4.2,0.88,Rainy,None,Central India,21.43,17680.0,3120.0,14560,6,2023,1,3,1,2,0,0,1.214,192,2023-06-01
Atta Aashirvaad 10kg,Grocery,330,390,0,86,149,38,1,4.95,0.95,Rainy,None,Central India,18.18,33540.0,5160.0,28380,6,2023,1,3,1,2,0,0,1.182,111,2023-06-01
Toor Dal 1kg,Grocery,130,155,0,75,39,30,2,1.95,0.9,Rainy,None,Central India,19.23,11625.0,1875.0,9750,6,2023,1,3,1,2,0,0,1.192,9,2023-06-01
Chana Dal 1kg,Grocery,90,112,0,46,264,24,2,1.35,0.9,Rainy,None,Central India,24.44,5152.0,1012.0,4140,6,2023,1,3,1,2,0,0,1.244,240,2023-06-01
Mustard Oil 1L,Grocery,155,185,0,77,180,28,1,2.32,0.85,Rainy,None,Central India,19.35,14245.0,2310.0,11935,6,2023,1,3,1,2,0,0,1.194,152,2023-06-01
Refined Oil Soya 5L,Grocery,580,680,0,58,242,20,7,8.7,0.95,Rainy,None,Central India,17.24,39440.0,5800.0,33640,6,2023,1,3,1,2,0,0,1.172,222,2023-06-01
Sugar 1kg,Grocery,42,50,0,127,197,48,5,0.63,0.88,Rainy,None,Central India,19.05,6350.0,1016.0,5334,6,2023,1,3,1,2,0,0,1.19,149,2023-06-01
Salt Tata 1kg,Grocery,18,22,0,72,145,36,3,0.27,0.88,Rainy,None,Central India,22.22,1584.0,288.0,1296,6,2023,1,3,1,2,0,0,1.222,109,2023-06-01
Poha 500g,Grocery,28,36,0,55,253,22,3,0.42,0.95,Rainy,None,Central India,28.57,1980.0,440.0,1540,6,2023,1,3,1,2,0,0,1.286,231,2023-06-01
Maida 1kg,Grocery,32,40,0,41,283,18,3,0.48,0.92,Rainy,None,Central India,25.0,1640.0,328.0,1312,6,2023,1,3,1,2,0,0,1.25,265,2023-06-01
Besan 500g,Grocery,38,48,0,36,24,16,5,0.57,0.92,Rainy,None,Central India,26.32,1728.0,360.0,1368,6,2023,1,3,1,2,0,0,1.263,8,2023-06-01
Rajma 500g,Grocery,65,82,0,40,138,14,2,0.97,0.85,Rainy,None,Central India,26.15,3280.0,680.0,2600,6,2023,1,3,1,2,0,0,1.262,124,2023-06-01
Haldi Powder 100g,Grocery,28,38,0,39,133,20,2,0.42,0.75,Rainy,None,Central India,35.71,1482.0,390.0,1092,6,2023,1,3,1,2,0,0,1.357,113,2023-06-01
Red Chilli Powder 100g,Grocery,30,42,0,49,95,19,2,0.45,0.75,Rainy,None,Central India,40.0,2058.0,588.0,1470,6,2023,1,3,1,2,0,0,1.4,76,2023-06-01
Coriander Powder 100g,Grocery,22,32,0,46,20,18,2,0.33,0.95,Rainy,None,Central India,45.45,1472.0,460.0,1012,6,2023,1,3,1,2,0,0,1.455,2,2023-06-01
Tea Brooke Bond 500g,Grocery,175,215,0,90,88,32,1,2.62,0.8,Rainy,None,Central India,22.86,19350.0,3600.0,15750,6,2023,1,3,1,2,0,0,1.229,56,2023-06-01
Tea Tata Gold 250g,Grocery,105,130,0,84,239,26,2,1.57,0.8,Rainy,None,Central India,23.81,10920.0,2100.0,8820,6,2023,1,3,1,2,0,0,1.238,213,2023-06-01
Dry Coconut 200g,Grocery,95,125,0,21,180,12,1,1.43,0.75,Rainy,None,Central India,31.58,2625.0,630.0,1995,6,2023,1,3,1,2,0,0,1.316,168,2023-06-01
Saunf 100g,Grocery,22,30,0,40,195,14,3,0.33,0.75,Rainy,None,Central India,36.36,1200.0,320.0,880,6,2023,1,3,1,2,0,0,1.364,181,2023-06-01
Lifebuoy Soap 100g,FMCG,28,36,0,111,117,36,3,0.42,0.92,Rainy,None,Central India,28.57,3996.0,888.0,3108,6,2023,1,3,1,2,0,0,1.286,81,2023-06-01
Lux Soap 75g,FMCG,32,42,0,63,151,28,4,0.48,0.85,Rainy,None,Central India,31.25,2646.0,630.0,2016,6,2023,1,3,1,2,0,0,1.312,123,2023-06-01
Colgate 200g,FMCG,82,100,0,71,298,26,2,1.23,0.9,Rainy,None,Central India,21.95,7100.0,1278.0,5822,6,2023,1,3,1,2,0,0,1.22,272,2023-06-01
Pepsodent 200g,FMCG,75,92,0,61,148,22,7,1.12,0.92,Rainy,None,Central India,22.67,5612.0,1037.0,4575,6,2023,1,3,1,2,0,0,1.227,126,2023-06-01
Clinic Plus Shampoo 80ml,FMCG,55,72,0,48,162,20,1,0.82,0.88,Rainy,None,Central India,30.91,3456.0,816.0,2640,6,2023,1,3,1,2,0,0,1.309,142,2023-06-01
Sunsilk Shampoo 80ml,FMCG,58,75,0,45,218,18,5,0.87,0.9,Rainy,None,Central India,29.31,3375.0,765.0,2610,6,2023,1,3,1,2,0,0,1.293,200,2023-06-01
Surf Excel 1kg,FMCG,130,165,0,82,243,22,1,1.95,0.85,Rainy,None,Central India,26.92,13530.0,2870.0,10660,6,2023,1,3,1,2,0,0,1.269,221,2023-06-01
Ariel 500g,FMCG,95,120,0,27,121,18,2,1.43,0.85,Rainy,None,Central India,26.32,3240.0,675.0,2565,6,2023,1,3,1,2,0,0,1.263,103,2023-06-01
Parle-G 800g,FMCG,45,58,0,202,284,48,2,0.67,0.9,Rainy,None,Central India,28.89,11716.0,2626.0,9090,6,2023,1,3,1,2,0,0,1.289,236,2023-06-01
Good Day Biscuit 250g,FMCG,28,38,0,100,136,34,3,0.42,0.8,Rainy,None,Central India,35.71,3800.0,1000.0,2800,6,2023,1,3,1,2,0,0,1.357,102,2023-06-01
Hide & Seek 100g,FMCG,32,45,0,42,247,24,5,0.48,0.85,Rainy,None,Central India,40.62,1890.0,546.0,1344,6,2023,1,3,1,2,0,0,1.406,223,2023-06-01
Maggi Noodles 70g,FMCG,12,15,0,278,40,60,5,0.18,0.85,Rainy,None,Central India,25.0,4170.0,834.0,3336,6,2023,1,3,1,2,0,0,1.25,-20,2023-06-01
Maggi Noodles 4-Pack,FMCG,52,65,0,154,222,36,2,0.78,0.95,Rainy,None,Central India,25.0,10010.0,2002.0,8008,6,2023,1,3,1,2,0,0,1.25,186,2023-06-01
Lay's Chips 26g,FMCG,15,20,0,214,296,80,3,0.22,0.92,Rainy,None,Central India,33.33,4280.0,1070.0,3210,6,2023,1,3,1,2,0,0,1.333,216,2023-06-01
Kurkure 65g,FMCG,18,25,0,160,71,70,4,0.27,0.85,Rainy,None,Central India,38.89,4000.0,1120.0,2880,6,2023,1,3,1,2,0,0,1.389,1,2023-06-01
Haldirams Namkeen 200g,FMCG,55,75,0,87,176,38,5,0.82,0.88,Rainy,None,Central India,36.36,6525.0,1740.0,4785,6,2023,1,3,1,2,0,0,1.364,138,2023-06-01
Haldirams Mixture 400g,FMCG,110,148,0,45,177,28,2,1.65,0.8,Rainy,None,Central India,34.55,6660.0,1710.0,4950,6,2023,1,3,1,2,0,0,1.345,149,2023-06-01
Frooti 200ml,FMCG,12,15,0,267,96,100,3,0.18,0.8,Rainy,None,Central India,25.0,4005.0,801.0,3204,6,2023,1,3,1,2,0,0,1.25,-4,2023-06-01
Maaza 250ml,FMCG,18,22,0,195,127,80,2,0.27,0.95,Rainy,None,Central India,22.22,4290.0,780.0,3510,6,2023,1,3,1,2,0,0,1.222,47,2023-06-01
Thums Up 600ml,FMCG,38,45,0,174,178,72,5,0.57,0.95,Rainy,None,Central India,18.42,7830.0,1218.0,6612,6,2023,1,3,1,2,0,0,1.184,106,2023-06-01
Limca 600ml,FMCG,35,42,0,154,55,60,3,0.53,0.88,Rainy,None,Central India,20.0,6468.0,1078.0,5390,6,2023,1,3,1,2,0,0,1.2,-5,2023-06-01
Glucon-D 200g,FMCG,55,72,0,54,282,26,4,0.82,0.75,Rainy,None,Central India,30.91,3888.0,918.0,2970,6,2023,1,3,1,2,0,0,1.309,256,2023-06-01
ORS Sachets (5pc),FMCG,22,30,0,73,66,18,2,0.33,0.9,Rainy,None,Central India,36.36,2190.0,584.0,1606,6,2023,1,3,1,2,0,0,1.364,48,2023-06-01
Vim Bar 200g,FMCG,25,32,0,35,137,24,3,0.38,0.92,Rainy,None,Central India,28.0,1120.0,245.0,875,6,2023,1,3,1,2,0,0,1.28,113,2023-06-01
Harpic 500ml,FMCG,75,98,0,60,290,14,2,1.12,0.8,Rainy,None,Central India,30.67,5880.0,1380.0,4500,6,2023,1,3,1,2,0,0,1.307,276,2023-06-01
Dettol 250ml,FMCG,68,88,0,72,140,18,3,1.02,0.8,Rainy,None,Central India,29.41,6336.0,1440.0,4896,6,2023,1,3,1,2,0,0,1.294,122,2023-06-01
Hajmola 100 Tabs,FMCG,45,60,0,52,173,22,2,0.67,0.9,Rainy,None,Central India,33.33,3120.0,780.0,2340,6,2023,1,3,1,2,0,0,1.333,151,2023-06-01
Vicks 10g,FMCG,35,48,0,81,87,16,2,0.53,0.85,Rainy,None,Central India,37.14,3888.0,1053.0,2835,6,2023,1,3,1,2,0,0,1.371,71,2023-06-01
Eno Sachet (6pc),FMCG,28,38,0,53,165,20,2,0.42,0.88,Rainy,None,Central India,35.71,2014.0,530.0,1484,6,2023,1,3,1,2,0,0,1.357,145,2023-06-01
Diya Set 12pc,FMCG,38,65,0,9,261,10,3,0.57,0.95,Rainy,None,Central India,71.05,585.0,243.0,342,6,2023,1,3,1,2,0,0,1.711,251,2023-06-01
Gulal Colors 100g,FMCG,22,40,0,5,180,10,5,0.33,0.9,Rainy,None,Central India,81.82,200.0,90.0,110,6,2023,1,3,1,2,0,0,1.818,170,2023-06-01
Agarbatti Pack 20pc,FMCG,25,35,0,46,169,20,7,0.38,0.9,Rainy,None,Central India,40.0,1610.0,460.0,1150,6,2023,1,3,1,2,0,0,1.4,149,2023-06-01
Camphor Tablets 25g,FMCG,28,40,0,42,179,14,2,0.42,0.8,Rainy,None,Central India,42.86,1680.0,504.0,1176,6,2023,1,3,1,2,0,0,1.429,165,2023-06-01
Mosquito Coil (10pc),FMCG,32,45,0,248,97,22,3,0.48,0.9,Rainy,None,Central India,40.62,11160.0,3224.0,7936,6,2023,1,3,1,2,0,0,1.406,75,2023-06-01
All Out Refill,FMCG,88,115,0,112,165,16,2,1.32,0.8,Rainy,None,Central India,30.68,12880.0,3024.0,9856,6,2023,1,3,1,2,0,0,1.307,149,2023-06-01
Classmate Notebook 200pg,Stationery,48,65,0,57,144,32,5,0.72,0.75,Rainy,None,Central India,35.42,3705.0,969.0,2736,6,2023,1,3,1,2,0,0,1.354,112,2023-06-01
Reynolds Pen (10pc),Stationery,35,50,0,104,186,38,3,0.53,0.92,Rainy,None,Central India,42.86,5200.0,1560.0,3640,6,2023,1,3,1,2,0,0,1.429,148,2023-06-01
Apsara Pencil (10pc),Stationery,15,22,0,90,55,28,7,0.22,0.9,Rainy,None,Central India,46.67,1980.0,630.0,1350,6,2023,1,3,1,2,0,0,1.467,27,2023-06-01
Fevicol 50g,Stationery,20,28,0,36,215,18,3,0.3,0.75,Rainy,None,Central India,40.0,1008.0,288.0,720,6,2023,1,3,1,2,0,0,1.4,197,2023-06-01
Stapler Small,Stationery,45,65,0,17,149,10,3,0.67,0.9,Rainy,None,Central India,44.44,1105.0,340.0,765,6,2023,1,3,1,2,0,0,1.444,139,2023-06-01
Register A4 100pg,Stationery,35,50,0,31,283,12,4,0.53,0.8,Rainy,None,Central India,42.86,1550.0,465.0,1085,6,2023,1,3,1,2,0,0,1.429,271,2023-06-01
Sketch Pens (12pc),Stationery,32,48,0,31,86,14,4,0.48,0.88,Rainy,None,Central India,50.0,1488.0,496.0,992,6,2023,1,3,1,2,0,0,1.5,72,2023-06-01
Scale 30cm,Stationery,8,12,0,31,149,16,5,0.12,0.88,Rainy,None,Central India,50.0,372.0,124.0,248,6,2023,1,3,1,2,0,0,1.5,133,2023-06-01
Eraser Apsara,Stationery,4,7,0,46,277,24,4,0.06,0.75,Rainy,None,Central India,75.0,322.0,138.0,184,6,2023,1,3,1,2,0,0,1.75,253,2023-06-01
Tape Roll,Stationery,18,28,0,29,135,12,7,0.27,0.92,Rainy,None,Central India,55.56,812.0,290.0,522,6,2023,1,3,1,2,0,0,1.556,123,2023-06-01
Eveready Battery AA 4pc,Electronics,55,75,0,45,55,18,3,0.82,0.9,Rainy,None,Central India,36.36,3375.0,900.0,2475,6,2023,1,3,1,2,0,0,1.364,37,2023-06-01
Eveready Battery D 2pc,Electronics,65,90,0,37,227,12,2,0.97,0.92,Rainy,None,Central India,38.46,3330.0,925.0,2405,6,2023,1,3,1,2,0,0,1.385,215,2023-06-01
CFL Bulb 9W Bajaj,Electronics,65,90,0,28,177,10,1,0.97,0.95,Rainy,None,Central India,38.46,2520.0,700.0,1820,6,2023,1,3,1,2,0,0,1.385,167,2023-06-01
LED Bulb 9W Philips,Electronics,95,130,0,26,155,12,3,1.43,0.85,Rainy,None,Central India,36.84,3380.0,910.0,2470,6,2023,1,3,1,2,0,0,1.368,143,2023-06-01
Extension Cord 5m,Electronics,175,240,0,18,163,10,4,2.62,0.9,Rainy,None,Central India,37.14,4320.0,1170.0,3150,6,2023,1,3,1,2,0,0,1.371,153,2023-06-01
Phone Charging Cable,Electronics,65,100,0,30,168,14,3,0.97,0.92,Rainy,None,Central India,53.85,3000.0,1050.0,1950,6,2023,1,3,1,2,0,0,1.538,154,2023-06-01
Earphones Basic,Electronics,85,140,0,28,250,10,7,1.27,0.75,Rainy,None,Central India,64.71,3920.0,1540.0,2380,6,2023,1,3,1,2,0,0,1.647,240,2023-06-01
Gamcha (Cotton Towel),Fashion,55,80,0,61,245,16,3,0.82,0.92,Rainy,None,Central India,45.45,4880.0,1525.0,3355,6,2023,1,3,1,2,0,0,1.455,229,2023-06-01
Socks Cotton (3 pair),Fashion,55,80,0,50,170,14,2,0.82,0.9,Rainy,None,Central India,45.45,4000.0,1250.0,2750,6,2023,1,3,1,2,0,0,1.455,156,2023-06-01
Handkerchief 3pc,Fashion,30,45,0,26,268,12,1,0.45,0.75,Rainy,None,Central India,50.0,1170.0,390.0,780,6,2023,1,3,1,2,0,0,1.5,256,2023-06-01
Banyan Vest Cotton,Fashion,75,110,0,28,199,12,4,1.12,0.95,Rainy,None,Central India,46.67,3080.0,980.0,2100,6,2023,1,3,1,2,0,0,1.467,187,2023-06-01
Dupatta Plain,Fashion,95,150,0,21,162,10,4,1.43,0.88,Rainy,None,Central India,57.89,3150.0,1155.0,1995,6,2023,1,3,1,2,0,0,1.579,152,2023-06-01
Salwar Suit Cotton,Fashion,280,450,0,13,120,10,3,4.2,0.8,Rainy,None,Central India,60.71,5850.0,2210.0,3640,6,2023,1,3,1,2,0,0,1.607,110,2023-06-01
Kurta Men Cotton,Fashion,195,320,0,9,185,10,2,2.92,0.9,Rainy,None,Central India,64.1,2880.0,1125.0,1755,6,2023,1,3,1,2,0,0,1.641,175,2023-06-01
Urea Fertilizer 1kg,Agriculture,35,50,0,72,177,16,7,0.53,0.8,Rainy,None,Central India,42.86,3600.0,1080.0,2520,6,2023,1,3,1,2,0,0,1.429,161,2023-06-01
DAP Fertilizer 1kg,Agriculture,55,75,0,31,26,12,3,0.82,0.92,Rainy,None,Central India,36.36,2325.0,620.0,1705,6,2023,1,3,1,2,0,0,1.364,14,2023-06-01
Neem Pesticide 100ml,Agriculture,65,95,0,66,92,10,5,0.97,0.9,Rainy,None,Central India,46.15,6270.0,1980.0,4290,6,2023,1,3,1,2,0,0,1.462,82,2023-06-01
Garden Pump Sprayer 1L,Agriculture,145,210,0,33,272,10,4,2.17,0.75,Rainy,None,Central India,44.83,6930.0,2145.0,4785,6,2023,1,3,1,2,0,0,1.448,262,2023-06-01
Vegetable Seeds Packet,Agriculture,28,45,0,35,183,14,5,0.42,0.92,Rainy,None,Central India,60.71,1575.0,595.0,980,6,2023,1,3,1,2,0,0,1.607,169,2023-06-01
Basmati Rice 5kg,Grocery,280,340,0,77,44,34,3,4.2,0.9,Rainy,None,Central India,21.43,26180.0,4620.0,21560,7,2023,1,5,1,3,1,0,1.214,10,2023-07-01
Atta Aashirvaad 10kg,Grocery,330,390,0,110,44,38,5,4.95,0.88,Rainy,None,Central India,18.18,42900.0,6600.0,36300,7,2023,1,5,1,3,1,0,1.182,6,2023-07-01
Toor Dal 1kg,Grocery,130,155,0,78,50,30,4,1.95,0.88,Rainy,None,Central India,19.23,12090.0,1950.0,10140,7,2023,1,5,1,3,1,0,1.192,20,2023-07-01
Chana Dal 1kg,Grocery,90,112,0,49,165,24,3,1.35,0.88,Rainy,None,Central India,24.44,5488.0,1078.0,4410,7,2023,1,5,1,3,1,0,1.244,141,2023-07-01
Mustard Oil 1L,Grocery,155,185,0,70,170,28,2,2.32,0.95,Rainy,None,Central India,19.35,12950.0,2100.0,10850,7,2023,1,5,1,3,1,0,1.194,142,2023-07-01
Refined Oil Soya 5L,Grocery,580,680,0,47,24,20,2,8.7,0.8,Rainy,None,Central India,17.24,31960.0,4700.0,27260,7,2023,1,5,1,3,1,0,1.172,4,2023-07-01
Sugar 1kg,Grocery,42,50,0,105,286,48,2,0.63,0.9,Rainy,None,Central India,19.05,5250.0,840.0,4410,7,2023,1,5,1,3,1,0,1.19,238,2023-07-01
Salt Tata 1kg,Grocery,18,22,0,88,75,36,5,0.27,0.75,Rainy,None,Central India,22.22,1936.0,352.0,1584,7,2023,1,5,1,3,1,0,1.222,39,2023-07-01
Poha 500g,Grocery,28,36,0,42,168,22,1,0.42,0.88,Rainy,None,Central India,28.57,1512.0,336.0,1176,7,2023,1,5,1,3,1,0,1.286,146,2023-07-01
Maida 1kg,Grocery,32,40,0,42,209,18,4,0.48,0.85,Rainy,None,Central India,25.0,1680.0,336.0,1344,7,2023,1,5,1,3,1,0,1.25,191,2023-07-01
Besan 500g,Grocery,38,48,0,43,116,16,3,0.57,0.88,Rainy,None,Central India,26.32,2064.0,430.0,1634,7,2023,1,5,1,3,1,0,1.263,100,2023-07-01
Rajma 500g,Grocery,65,82,0,29,122,14,7,0.97,0.75,Rainy,None,Central India,26.15,2378.0,493.0,1885,7,2023,1,5,1,3,1,0,1.262,108,2023-07-01
Haldi Powder 100g,Grocery,28,38,0,43,240,20,3,0.42,0.88,Rainy,None,Central India,35.71,1634.0,430.0,1204,7,2023,1,5,1,3,1,0,1.357,220,2023-07-01
Red Chilli Powder 100g,Grocery,30,42,0,41,143,19,4,0.45,0.95,Rainy,None,Central India,40.0,1722.0,492.0,1230,7,2023,1,5,1,3,1,0,1.4,124,2023-07-01
Coriander Powder 100g,Grocery,22,32,0,52,210,18,4,0.33,0.9,Rainy,None,Central India,45.45,1664.0,520.0,1144,7,2023,1,5,1,3,1,0,1.455,192,2023-07-01
Tea Brooke Bond 500g,Grocery,175,215,0,125,26,32,2,2.62,0.88,Rainy,None,Central India,22.86,26875.0,5000.0,21875,7,2023,1,5,1,3,1,0,1.229,-6,2023-07-01
Tea Tata Gold 250g,Grocery,105,130,0,49,105,26,3,1.57,0.92,Rainy,None,Central India,23.81,6370.0,1225.0,5145,7,2023,1,5,1,3,1,0,1.238,79,2023-07-01
Dry Coconut 200g,Grocery,95,125,0,29,202,12,2,1.43,0.92,Rainy,None,Central India,31.58,3625.0,870.0,2755,7,2023,1,5,1,3,1,0,1.316,190,2023-07-01
Saunf 100g,Grocery,22,30,0,32,98,14,3,0.33,0.8,Rainy,None,Central India,36.36,960.0,256.0,704,7,2023,1,5,1,3,1,0,1.364,84,2023-07-01
Lifebuoy Soap 100g,FMCG,28,36,0,116,84,36,3,0.42,0.9,Rainy,None,Central India,28.57,4176.0,928.0,3248,7,2023,1,5,1,3,1,0,1.286,48,2023-07-01
Lux Soap 75g,FMCG,32,42,0,75,200,28,2,0.48,0.9,Rainy,None,Central India,31.25,3150.0,750.0,2400,7,2023,1,5,1,3,1,0,1.312,172,2023-07-01
Colgate 200g,FMCG,82,100,0,77,192,26,7,1.23,0.88,Rainy,None,Central India,21.95,7700.0,1386.0,6314,7,2023,1,5,1,3,1,0,1.22,166,2023-07-01
Pepsodent 200g,FMCG,75,92,0,41,210,22,3,1.12,0.88,Rainy,None,Central India,22.67,3772.0,697.0,3075,7,2023,1,5,1,3,1,0,1.227,188,2023-07-01
Clinic Plus Shampoo 80ml,FMCG,55,72,0,43,275,20,5,0.82,0.9,Rainy,None,Central India,30.91,3096.0,731.0,2365,7,2023,1,5,1,3,1,0,1.309,255,2023-07-01
Sunsilk Shampoo 80ml,FMCG,58,75,0,35,71,18,7,0.87,0.88,Rainy,None,Central India,29.31,2625.0,595.0,2030,7,2023,1,5,1,3,1,0,1.293,53,2023-07-01
Surf Excel 1kg,FMCG,130,165,0,70,101,22,7,1.95,0.85,Rainy,None,Central India,26.92,11550.0,2450.0,9100,7,2023,1,5,1,3,1,0,1.269,79,2023-07-01
Ariel 500g,FMCG,95,120,0,33,61,18,3,1.43,0.8,Rainy,None,Central India,26.32,3960.0,825.0,3135,7,2023,1,5,1,3,1,0,1.263,43,2023-07-01
Parle-G 800g,FMCG,45,58,0,110,132,48,1,0.67,0.75,Rainy,None,Central India,28.89,6380.0,1430.0,4950,7,2023,1,5,1,3,1,0,1.289,84,2023-07-01
Good Day Biscuit 250g,FMCG,28,38,0,92,149,34,3,0.42,0.9,Rainy,None,Central India,35.71,3496.0,920.0,2576,7,2023,1,5,1,3,1,0,1.357,115,2023-07-01
Hide & Seek 100g,FMCG,32,45,0,61,116,24,2,0.48,0.8,Rainy,None,Central India,40.62,2745.0,793.0,1952,7,2023,1,5,1,3,1,0,1.406,92,2023-07-01
Maggi Noodles 70g,FMCG,12,15,0,374,283,60,2,0.18,0.92,Rainy,None,Central India,25.0,5610.0,1122.0,4488,7,2023,1,5,1,3,1,0,1.25,223,2023-07-01
Maggi Noodles 4-Pack,FMCG,52,65,0,144,219,36,1,0.78,0.95,Rainy,None,Central India,25.0,9360.0,1872.0,7488,7,2023,1,5,1,3,1,0,1.25,183,2023-07-01
Lay's Chips 26g,FMCG,15,20,0,195,192,80,2,0.22,0.9,Rainy,None,Central India,33.33,3900.0,975.0,2925,7,2023,1,5,1,3,1,0,1.333,112,2023-07-01
Kurkure 65g,FMCG,18,25,0,205,106,70,3,0.27,0.9,Rainy,None,Central India,38.89,5125.0,1435.0,3690,7,2023,1,5,1,3,1,0,1.389,36,2023-07-01
Haldirams Namkeen 200g,FMCG,55,75,0,113,171,38,1,0.82,0.9,Rainy,None,Central India,36.36,8475.0,2260.0,6215,7,2023,1,5,1,3,1,0,1.364,133,2023-07-01
Haldirams Mixture 400g,FMCG,110,148,0,77,167,28,3,1.65,0.8,Rainy,None,Central India,34.55,11396.0,2926.0,8470,7,2023,1,5,1,3,1,0,1.345,139,2023-07-01
Frooti 200ml,FMCG,12,15,0,260,230,100,5,0.18,0.85,Rainy,None,Central India,25.0,3900.0,780.0,3120,7,2023,1,5,1,3,1,0,1.25,130,2023-07-01
Maaza 250ml,FMCG,18,22,0,199,47,80,2,0.27,0.85,Rainy,None,Central India,22.22,4378.0,796.0,3582,7,2023,1,5,1,3,1,0,1.222,-33,2023-07-01
Thums Up 600ml,FMCG,38,45,0,220,27,72,7,0.57,0.8,Rainy,None,Central India,18.42,9900.0,1540.0,8360,7,2023,1,5,1,3,1,0,1.184,-45,2023-07-01
Limca 600ml,FMCG,35,42,0,90,57,60,5,0.53,0.88,Rainy,None,Central India,20.0,3780.0,630.0,3150,7,2023,1,5,1,3,1,0,1.2,-3,2023-07-01
Glucon-D 200g,FMCG,55,72,0,67,68,26,3,0.82,0.92,Rainy,None,Central India,30.91,4824.0,1139.0,3685,7,2023,1,5,1,3,1,0,1.309,42,2023-07-01
ORS Sachets (5pc),FMCG,22,30,0,70,97,18,1,0.33,0.75,Rainy,None,Central India,36.36,2100.0,560.0,1540,7,2023,1,5,1,3,1,0,1.364,79,2023-07-01
Vim Bar 200g,FMCG,25,32,0,59,274,24,2,0.38,0.8,Rainy,None,Central India,28.0,1888.0,413.0,1475,7,2023,1,5,1,3,1,0,1.28,250,2023-07-01
Harpic 500ml,FMCG,75,98,0,54,168,14,3,1.12,0.88,Rainy,None,Central India,30.67,5292.0,1242.0,4050,7,2023,1,5,1,3,1,0,1.307,154,2023-07-01
Dettol 250ml,FMCG,68,88,0,55,288,18,3,1.02,0.95,Rainy,None,Central India,29.41,4840.0,1100.0,3740,7,2023,1,5,1,3,1,0,1.294,270,2023-07-01
